Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147
RR8_LVR_BSL_ISS-T_OLD_BI1_R1_raw	36.46323841832961	36.27221009453356	36.28521557441565	36.233872415075446	36.284370800025634	36.19858342012642	36.156359330580955	36.2262624885349	36.11832706291966	36.03276910348678	35.75500615697186	35.387001987452855	34.83591045417164	34.4321731521517	34.01727810978477	33.73387654340296	33.48919467637758	33.126043800985826	32.99896190093383	32.71120783647242	32.38895737923123	32.38813877355485	32.163378944835834	31.715898640803697	31.68036765500736	31.37249558058777	31.40301729159798	31.026965904879184	30.975340660903566	30.82149211339842	30.3396315531027	30.502268669241424	30.321614698475976	29.935878002103152	29.710416684449314	29.37361365796856	29.126781473820994
RR8_LVR_BSL_ISS-T_OLD_BI1_R2_raw	36.20721621369148	36.14987903119296	36.2602370269419	36.21090219155084	36.16413193048029	36.13520773720165	36.08253468368742	36.1542833270252	36.15438252436562	36.14267836527115	36.114789800303306	36.06665150070763	36.00759618502888	35.97221105456704	35.92416177191855	35.87440047974506	35.81195990613847	35.70265787745923	35.687555941453525	35.57225144205564	35.51926126176631	35.45845453664187	35.347558110798765	35.22471288069572	35.19049211848311	34.95445678286321	34.817275231519965	34.59875365260156	34.49520243370505	34.238995630966585	33.97220227659365	33.70896289639493	33.4350141573732	33.0741115886008	32.80204035198756	32.427922303811606	31.978465839705212
RR8_LVR_BSL_ISS-T_OLD_BI2_R1_raw	36.46603348278206	36.285755245929344	36.346503389271376	36.317820897578216	36.355707226499504	36.268501067977475	36.25668016683222	36.303411681570495	36.20031205732571	36.09735085724297	35.805858582827376	35.464363527591146	34.96724573895076	34.595264822890684	34.21118162492635	33.92512410649468	33.683375514703386	33.3319333814535	33.1842398860392	32.89495669094814	32.561709145535715	32.567608157028026	32.30604178319211	31.881590618926566	31.832361843816123	31.549230170838598	31.58337854341712	31.202653617922902	31.150225604811304	31.01849994959507	30.53665269994939	30.692272867700858	30.519958469151618	30.15224610866328	29.925277168621612	29.579629905581527	29.33478816094621
RR8_LVR_BSL_ISS-T_OLD_BI2_R2_raw	35.54371126864604	35.527161385264606	35.448806221275795	35.344348617352914	35.223054015841235	35.083860092537265	34.96006083803936	34.95483466241942	34.903813484380024	34.75844367507953	34.59685455561988	34.540121324937736	34.433340375242736	34.386667821428546	34.35022738178759	34.296047819839075	34.226015678985014	34.115373546350355	34.08585375521151	33.99836617338776	33.91942516027925	33.8547543499635	33.781463568394514	33.67770203193639	33.66074627473529	33.45459762916347	33.36633640487885	33.21107582447813	33.18681934547288	33.01370313137092	32.894655779812545	32.72525895706905	32.57025805737255	32.35126824810248	32.23137482348252	32.02745296154779	31.618236400776745
RR8_LVR_BSL_ISS-T_OLD_BI3_R1_raw	36.442607863831014	36.27656395058406	36.291011182219975	36.275445001884485	36.324387781276705	36.256842430705454	36.210678604379616	36.24282522468948	36.14590423355499	36.05745803063428	35.77955834494789	35.43881886694009	34.90550983862927	34.49043591661622	34.09409725249603	33.80418397757312	33.56554601709684	33.210671896118065	33.072034455163205	32.77691878371779	32.45404118687385	32.47231949820572	32.23847467379351	31.789613762188488	31.764085000422916	31.477342743022586	31.50472556217908	31.14635075515735	31.10592996038155	30.949365793827248	30.49114877535066	30.688468317896202	30.520587919952828	30.14956051861925	29.940116036601495	29.63059773074611	29.429935044283233
RR8_LVR_BSL_ISS-T_OLD_BI3_R2_raw	36.1684029329072	36.09354769613986	36.19943848366418	36.15807944575006	36.095540037263966	36.07911524967564	35.97325597873811	36.03410581251401	36.03624038636196	36.04860812911655	36.021752048181824	35.99378934894124	35.94197926331014	35.906178272788395	35.861456754086944	35.803648183041304	35.71068062125282	35.630235522291606	35.61536373963011	35.54183303450911	35.47558644983276	35.42213912774362	35.31113122996634	35.206988853346054	35.19254126385248	34.993134325027015	34.900127298444794	34.7532209378812	34.721964130639826	34.544751643096376	34.35339031128327	34.20326098733274	34.02676848114678	33.7787574846204	33.62005216152069	33.36226308116103	32.917859804647705
RR8_LVR_BSL_ISS-T_OLD_BI4_R1_raw	36.43846696114318	36.233413543791954	36.328484947093834	36.31024389466298	36.35806795845341	36.26553450009449	36.25020323049896	36.28564163491667	36.19847463115142	36.09313523487126	35.811960570034806	35.48423760064192	35.001151737209966	34.63238467503071	34.26158462332264	33.96289298056704	33.72391824345466	33.36014031215558	33.21212852299606	32.93196045404344	32.593974625716314	32.60318627962862	32.344526464142994	31.900773063433046	31.83840091578669	31.54568291389831	31.580406700586643	31.18609561117514	31.129530539528126	30.986794902832354	30.50290810634811	30.654800668680707	30.476256577082772	30.09993240809198	29.855630032294084	29.509829694569067	29.28594799473272
RR8_LVR_BSL_ISS-T_OLD_BI4_R2_raw	35.891587260383155	35.814838974987474	35.93296757600833	35.88345495049086	35.83519276576434	35.76997796766205	35.6838032922089	35.728745033961225	35.70689043851803	35.66264696161411	35.571106066085356	35.52286785607678	35.436622378353505	35.387151008999695	35.34800709245998	35.27861920709888	35.20814339245523	35.08616849558534	35.06267474249679	34.96611563267918	34.88716642063926	34.825698682385635	34.723330633100844	34.610235626316765	34.58754866289369	34.37089593473401	34.273226077660404	34.10239496181681	34.06504742509786	33.869985808171265	33.67691066696841	33.47147785327111	33.28332145583868	33.03602091875746	32.88706504545387	32.653184541342725	32.19631351236336
RR8_LVR_BSL_ISS-T_OLD_BI5_R1_raw	36.481094648411165	36.31457174294942	36.34826562857817	36.31880074903371	36.361750277784935	36.27925169286202	36.25247517512869	36.28640816857784	36.178702815878864	36.08134701746441	35.79397601648933	35.43365983055511	34.88434091779544	34.47075938722359	34.06544532265964	33.766155060140605	33.5239283130559	33.16838738783103	33.038770521820084	32.74593958983615	32.42514087079937	32.432775569272316	32.20117002003525	31.755071313195806	31.72742777342655	31.44413102382695	31.464342099813564	31.09832005763068	31.037932278118262	30.886265344352978	30.4108986447568	30.581409146358038	30.400716618947104	30.022707418562085	29.815278224721215	29.478578123997046	29.234842243634073
